Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
486,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
487,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
488,Alperen Şengün\sengual01,C,19,HOU,53,5,18.8,3.2,6.6,.480,0.4,1.4,.278,2.8,5.2,.533,.509,2.2,3.2,.701,1.7,3.2,4.9,2.5,0.8,1.0,2.1,2.8,8.9
489,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
490,Landry Shamet\shamela01,SG,24,PHO,48,7,19.6,2.4,6.4,.367,1.6,4.5,.349,0.8,1.9,.409,.489,1.0,1.2,.862,0.2,1.7,1.9,1.5,0.4,0.1,0.5,1.2,7.3
491,Day'Ron Sharpe\sharpda01,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
492,Pascal Siakam\siakapa01,PF,27,TOR,48,48,37.3,8.1,17.0,.479,1.0,3.1,.333,7.1,13.9,.511,.509,3.8,5.1,.744,2.0,6.4,8.4,5.2,1.3,0.7,2.7,3.5,21.1
493,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6
493,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
494,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
495,Anfernee Simons\simonan01,SG,22,POR,55,28,29.3,6.1,13.9,.444,3.0,7.7,.397,3.1,6.2,.501,.553,1.7,2.0,.881,0.5,2.2,2.7,3.9,0.5,0.1,2.0,1.9,17.1
496,Jericho Sims\simsje01,PF,23,NYK,20,0,7.7,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.2,0.2,.750,0.8,1.3,2.1,0.2,0.3,0.4,0.1,0.9,1.0
497,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
498,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
499,Marcus Smart\smartma01,PG,27,BOS,54,54,32.7,4.1,9.8,.414,1.5,4.8,.320,2.5,5.0,.504,.492,2.1,2.7,.792,0.6,3.3,3.9,5.4,1.8,0.3,2.1,2.4,11.8
500,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
501,Ish Smith\smithis01,PG,33,TOT,44,1,15.1,2.4,5.6,.427,0.3,0.8,.389,2.1,4.8,.433,.455,0.3,0.5,.600,0.4,1.4,1.8,3.1,0.6,0.3,1.1,1.2,5.4
501,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
501,Ish Smith\smithis01,PG,33,WAS,7,0,22.1,4.6,8.7,.525,0.6,1.6,.364,4.0,7.1,.560,.557,0.0,0.1,.000,0.9,2.1,3.0,5.3,0.7,0.4,1.7,2.7,9.7
502,Jalen Smith\smithja04,PF,21,TOT,36,7,15.2,2.7,5.4,.490,0.6,1.9,.328,2.1,3.6,.574,.546,1.4,1.8,.773,1.9,3.4,5.2,0.4,0.3,0.6,0.9,1.8,7.4
502,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
502,Jalen Smith\smithja04,PF,21,IND,7,3,23.4,4.7,8.4,.559,1.9,4.0,.464,2.9,4.4,.645,.669,1.6,2.0,.786,1.7,5.3,7.0,1.1,0.4,0.6,1.3,2.0,12.9
503,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
504,Tony Snell\snellto01,SG,30,TOT,43,10,15.0,1.2,2.9,.408,0.8,2.3,.367,0.3,0.6,.556,.552,0.1,0.1,1.000,0.3,1.8,2.1,0.5,0.3,0.2,0.3,1.3,3.3
504,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
504,Tony Snell\snellto01,SG,30,NOP,5,0,20.2,3.0,5.6,.536,2.4,4.6,.522,0.6,1.0,.600,.750,0.0,0.0,,0.8,3.0,3.8,0.6,0.6,0.0,0.8,2.2,8.4
505,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
506,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
507,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
508,Lance Stephenson\stephla01,SG-SF,31,TOT,31,1,18.4,3.4,7.4,.456,0.5,2.1,.262,2.8,5.3,.534,.493,1.3,1.7,.769,0.4,2.7,3.0,3.7,0.5,0.1,1.6,2.0,8.5
508,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
508,Lance Stephenson\stephla01,SG,31,IND,25,1,20.0,4.0,8.6,.460,0.7,2.5,.274,3.3,6.1,.536,.500,1.6,2.0,.780,0.4,2.8,3.2,4.1,0.6,0.1,1.9,2.2,10.2
509,Lamar Stevens\stevela01,PF,24,CLE,43,8,13.9,2.0,4.2,.475,0.3,1.0,.295,1.7,3.1,.533,.511,0.6,1.0,.643,0.7,1.4,2.1,0.6,0.5,0.2,0.5,1.4,4.9
510,Isaiah Stewart\stewais01,C,20,DET,54,54,26.0,3.6,7.1,.512,0.1,0.5,.160,3.5,6.6,.537,.517,1.1,1.5,.687,3.2,5.3,8.5,1.1,0.4,1.1,1.2,2.9,8.4
511,Max Strus\strusma01,SF,25,MIA,49,9,23.4,3.7,8.4,.437,2.6,6.4,.403,1.1,2.0,.545,.590,0.7,0.9,.767,0.4,2.7,3.1,1.3,0.3,0.2,0.8,1.7,10.6
512,Jalen Suggs\suggsja01,PG,20,ORL,41,38,27.9,4.3,11.8,.369,1.0,4.1,.232,3.4,7.7,.441,.409,2.8,3.6,.765,0.6,3.0,3.7,4.4,1.3,0.4,3.1,3.1,12.4
513,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
514,Keifer Sykes\sykeske01,PG,28,IND,22,10,18.3,2.2,6.4,.350,0.9,3.0,.299,1.3,3.3,.397,.421,0.5,0.6,.857,0.3,1.5,1.8,2.0,0.4,0.2,1.2,1.7,5.9
515,Jae'Sean Tate\tateja01,SF,26,HOU,59,58,27.4,4.9,9.7,.509,0.8,2.7,.299,4.2,7.1,.588,.550,2.0,2.8,.712,1.7,3.9,5.6,3.1,1.0,0.6,1.9,3.7,12.7
516,Jayson Tatum\tatumja01,SF,23,BOS,60,60,36.1,9.0,20.7,.433,2.8,8.5,.329,6.2,12.2,.505,.500,5.2,6.1,.850,1.2,7.2,8.3,4.2,1.0,0.7,2.9,2.3,25.9
517,Terry Taylor\taylote01,SG,22,IND,16,2,18.1,3.8,6.2,.606,0.3,0.6,.400,3.5,5.6,.629,.626,0.9,1.3,.700,2.9,3.2,6.1,1.4,0.2,0.2,0.4,1.7,8.6
518,Garrett Temple\templga01,SG,35,NOP,55,16,19.2,1.9,5.1,.379,1.0,3.2,.316,0.9,1.9,.481,.477,0.5,0.7,.683,0.5,2.0,2.5,1.3,0.7,0.4,0.7,1.5,5.4
519,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
520,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
521,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
522,Daniel Theis\theisda01,C,29,TOT,30,21,21.3,3.1,6.3,.484,0.8,2.8,.301,2.2,3.6,.626,.550,0.9,1.3,.675,1.1,3.9,5.0,0.8,0.4,0.7,1.0,2.4,7.9
522,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
522,Daniel Theis\theisda01,C,29,BOS,4,0,14.0,2.0,2.8,.727,0.5,1.0,.500,1.5,1.8,.857,.818,0.0,0.0,,0.0,4.8,4.8,0.8,0.5,1.3,0.0,2.5,4.5
523,Brodric Thomas\thomabr01,SG,25,BOS,9,0,4.9,0.6,1.4,.385,0.1,0.8,.143,0.4,0.7,.667,.423,0.2,0.4,.500,0.2,0.4,0.7,0.7,0.0,0.1,0.4,0.7,1.4
524,Cam Thomas\thomaca02,SG,20,BRK,52,2,19.8,3.8,8.7,.439,0.8,3.1,.277,3.0,5.7,.527,.488,1.4,1.7,.828,0.2,2.3,2.6,1.3,0.6,0.1,0.9,1.0,9.9
525,Isaiah Thomas\thomais02,PG,32,TOT,5,1,22.8,3.0,9.4,.319,1.0,5.0,.200,2.0,4.4,.455,.372,1.6,2.2,.727,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
525,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
525,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
526,Matt Thomas\thomama02,SG,27,CHI,37,0,12.2,1.4,3.5,.406,0.9,2.3,.384,0.5,1.1,.452,.535,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.1
527,Klay Thompson\thompkl01,SG,31,GSW,17,17,25.2,6.2,14.6,.423,2.9,7.6,.385,3.2,6.9,.466,.524,1.8,1.9,.939,0.4,3.4,3.8,3.0,0.6,0.4,1.3,1.4,17.1
528,Tristan Thompson\thomptr01,PF,30,TOT,37,3,15.3,2.5,4.9,.514,0.0,0.0,1.000,2.5,4.9,.511,.516,1.2,2.3,.512,2.2,2.9,5.1,0.6,0.4,0.4,0.9,1.7,6.3
528,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
528,Tristan Thompson\thomptr01,PF,30,IND,4,0,16.5,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,0.8,2.0,.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3
528,Tristan Thompson\thomptr01,PF,30,CHI,3,0,15.3,1.7,2.7,.625,0.0,0.0,,1.7,2.7,.625,.625,2.7,5.3,.500,1.3,2.3,3.7,0.3,0.7,0.0,0.7,1.7,6.0
529,JT Thor\thorjt01,PF,19,CHO,22,0,10.1,1.0,2.3,.420,0.3,1.2,.269,0.6,1.1,.583,.490,0.5,0.6,.714,0.5,1.1,1.6,0.8,0.4,0.4,0.3,1.1,2.7
530,Matisse Thybulle\thybuma01,SG,24,PHI,45,30,26.3,2.4,4.7,.498,0.7,2.4,.282,1.7,2.3,.728,.570,0.4,0.6,.720,0.6,1.9,2.4,1.2,1.8,1.0,0.7,2.3,5.8
531,Killian Tillie\tilliki02,C,23,MEM,33,3,13.4,1.3,3.6,.361,0.8,2.4,.338,0.5,1.2,.410,.475,0.2,0.2,.625,0.6,1.1,1.7,0.6,0.7,0.4,0.3,1.6,3.6
532,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,40,0,12.8,1.7,3.8,.451,0.2,0.9,.200,1.6,3.0,.525,.474,0.8,1.2,.646,1.2,1.8,2.9,1.0,1.0,0.4,0.7,1.2,4.4
533,Isaiah Todd\toddis01,PF,20,WAS,10,0,4.1,0.5,1.7,.294,0.4,1.1,.364,0.1,0.6,.167,.412,0.2,0.6,.333,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,1.6
534,Obi Toppin\toppiob01,PF,23,NYK,56,2,15.0,2.8,5.5,.510,0.4,1.7,.219,2.4,3.8,.642,.544,1.2,1.6,.744,0.9,2.6,3.5,0.9,0.3,0.4,0.8,1.4,7.2
535,Juan Toscano-Anderson\toscaju01,SF,28,GSW,59,5,14.4,1.7,3.5,.488,0.4,1.3,.295,1.3,2.2,.603,.543,0.6,1.0,.610,0.4,2.2,2.6,1.9,0.7,0.3,1.0,1.6,4.5
536,Karl-Anthony Towns\townska01,C,26,MIN,56,56,34.1,8.8,16.8,.522,2.1,5.2,.408,6.7,11.6,.573,.585,4.9,5.9,.817,2.7,6.9,9.6,3.9,1.0,1.1,3.1,3.6,24.5
537,Gary Trent Jr.\trentga02,SG,23,TOR,52,51,34.7,6.5,15.4,.424,3.1,7.8,.393,3.5,7.6,.457,.524,2.1,2.5,.824,0.3,2.3,2.6,2.0,1.9,0.3,1.0,2.0,18.2
538,P.J. Tucker\tuckepj01,PF,36,MIA,55,54,28.4,3.1,6.2,.499,1.3,3.0,.451,1.8,3.3,.542,.606,0.7,1.0,.722,1.4,3.9,5.4,2.1,0.8,0.2,1.0,2.4,8.3
539,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
540,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
541,Jonas Valančiūnas\valanjo01,C,29,NOP,55,55,31.3,6.9,12.8,.538,0.9,2.3,.378,6.0,10.5,.573,.572,3.3,4.1,.813,3.2,8.4,11.6,2.5,0.5,0.9,2.5,3.3,18.0
542,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
542,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
542,Denzel Valentine\valende01,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
543,Jarred Vanderbilt\vandeja01,PF,22,MIN,58,51,25.9,2.9,4.9,.592,0.0,0.2,.167,2.9,4.7,.611,.596,1.1,1.7,.634,3.1,5.8,8.9,1.4,1.4,0.7,1.0,2.5,7.0
544,Fred VanVleet\vanvlfr01,PG,27,TOR,52,52,38.2,7.2,17.3,.415,4.0,10.0,.398,3.2,7.3,.438,.531,3.0,3.4,.876,0.8,3.8,4.5,6.9,1.6,0.5,2.7,2.4,21.4
545,Devin Vassell\vassede01,SF,21,SAS,54,15,26.2,4.5,10.4,.432,1.7,5.1,.343,2.8,5.3,.517,.516,1.0,1.2,.813,0.6,3.7,4.3,1.8,1.0,0.6,0.8,2.1,11.7
546,Gabe Vincent\vincega01,PG,25,MIA,53,20,24.3,3.4,7.9,.426,1.9,4.9,.378,1.5,2.9,.506,.544,0.8,0.9,.820,0.4,1.6,2.0,3.4,0.9,0.2,1.5,2.5,9.4
547,Nikola Vučević\vucevni01,C,31,CHI,55,55,33.7,7.6,16.1,.469,1.5,4.8,.305,6.1,11.4,.538,.514,1.3,1.7,.761,2.0,9.6,11.6,3.5,1.0,1.2,1.9,2.5,17.9
548,Dean Wade\wadede01,PF,25,CLE,46,25,19.1,1.9,4.2,.451,1.0,2.9,.364,0.9,1.4,.635,.574,0.4,0.6,.655,0.6,2.4,3.0,1.1,0.6,0.1,0.3,1.6,5.3
549,Franz Wagner\wagnefr01,SF,20,ORL,62,62,31.9,5.9,12.7,.466,1.3,3.6,.357,4.6,9.1,.509,.517,2.5,2.9,.849,1.1,3.5,4.6,3.0,0.9,0.5,1.6,2.1,15.5
550,Moritz Wagner\wagnemo01,C,24,ORL,45,0,12.5,2.6,5.3,.500,0.9,2.8,.331,1.7,2.5,.684,.586,1.4,1.8,.797,0.5,2.0,2.4,1.1,0.3,0.2,0.7,1.8,7.6
551,Ish Wainright\wainris01,PF,27,PHO,31,0,7.2,0.7,1.9,.373,0.3,1.0,.313,0.4,0.9,.444,.458,0.1,0.2,.429,0.6,0.6,1.2,0.3,0.3,0.2,0.3,1.1,1.8
552,Kemba Walker\walkeke02,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
553,Lonnie Walker IV\walkelo01,SG,23,SAS,57,6,23.1,4.4,10.9,.405,1.5,4.8,.304,2.9,6.1,.486,.473,1.5,1.9,.791,0.3,2.3,2.6,2.2,0.6,0.3,1.1,1.5,11.8
554,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
555,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
556,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
556,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
556,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
557,Duane Washington Jr.\washidu02,PG,21,IND,31,7,19.5,3.1,8.4,.372,1.5,4.2,.344,1.7,4.2,.400,.458,0.7,1.0,.742,0.1,1.6,1.7,1.9,0.5,0.0,1.0,1.4,8.5
558,P.J. Washington\washipj01,PF,23,CHO,46,9,25.7,3.6,8.0,.447,1.8,4.8,.369,1.8,3.2,.566,.559,1.0,1.4,.723,1.3,4.3,5.6,2.0,0.8,0.9,1.3,2.4,9.9
559,Yuta Watanabe\watanyu01,SF,27,TOR,28,4,13.8,1.7,4.1,.414,0.9,2.3,.375,0.9,1.9,.462,.517,0.7,1.3,.571,0.6,2.1,2.8,0.7,0.3,0.5,0.6,1.2,5.0
560,Lindy Waters III\waterli01,SG,24,OKC,6,0,9.2,1.0,2.3,.429,0.7,2.0,.333,0.3,0.3,1.000,.571,0.0,0.0,,0.0,1.5,1.5,0.0,0.2,0.2,0.0,0.5,2.7
561,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
561,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
561,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
562,Trendon Watford\watfotr01,SF,21,POR,35,0,13.1,1.9,3.3,.574,0.0,0.3,.091,1.9,3.0,.625,.578,0.9,1.2,.721,0.8,2.4,3.2,1.1,0.4,0.4,0.7,1.9,4.7
563,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
564,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,0,6.6,1.2,2.0,.600,0.0,0.2,.000,1.2,1.8,.667,.600,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.2,0.2,0.6,1.4,2.8
565,Russell Westbrook\westbru01,PG,33,LAL,60,60,34.5,6.9,15.9,.432,1.0,3.4,.286,5.9,12.5,.473,.463,3.4,5.1,.670,1.4,6.3,7.7,7.3,1.1,0.3,4.0,3.0,18.1
566,Coby White\whiteco01,PG,21,CHI,42,15,28.3,4.9,11.0,.448,2.4,5.9,.402,2.5,5.1,.502,.556,1.5,1.8,.844,0.3,2.8,3.1,2.9,0.5,0.2,1.2,2.3,13.8
567,Derrick White\whitede01,SG,27,TOT,57,49,29.8,4.8,11.4,.425,1.6,5.2,.304,3.2,6.2,.527,.495,2.8,3.2,.863,0.5,2.9,3.5,5.3,1.0,0.9,1.7,2.4,14.0
567,Derrick White\whitede01,SG,27,SAS,49,48,30.3,5.0,11.6,.426,1.7,5.3,.314,3.3,6.4,.519,.497,2.8,3.3,.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4
567,Derrick White\whitede01,SG,27,BOS,8,1,26.4,4.1,10.0,.413,1.3,5.1,.244,2.9,4.9,.590,.475,2.3,2.8,.818,0.8,2.5,3.3,3.3,1.0,1.0,1.3,2.4,11.8
568,Hassan Whiteside\whiteha01,C,32,UTA,48,7,18.4,3.4,5.4,.634,0.0,0.0,,3.4,5.4,.634,.634,1.7,2.6,.654,2.5,5.3,7.8,0.4,0.3,1.5,0.9,2.9,8.5
569,Joe Wieskamp\wieskjo01,SG,22,SAS,17,0,5.6,0.8,1.7,.448,0.5,1.2,.400,0.3,0.5,.556,.586,0.2,0.4,.429,0.2,0.3,0.5,0.3,0.2,0.1,0.1,0.4,2.2
570,Aaron Wiggins\wiggiaa01,SG,23,OKC,37,23,22.3,2.6,5.7,.467,0.8,2.5,.301,1.9,3.2,.598,.533,1.0,1.4,.706,0.9,2.6,3.4,1.0,0.7,0.2,0.8,1.9,7.0
571,Andrew Wiggins\wiggian01,SF,26,GSW,57,57,31.6,6.6,13.9,.475,2.2,5.5,.406,4.4,8.4,.521,.556,2.0,3.1,.646,1.0,3.2,4.2,2.2,1.0,0.7,1.4,2.0,17.5
572,Lindell Wigginton\wiggili01,PG,23,MIL,12,0,9.6,1.3,2.4,.517,0.6,1.2,.500,0.7,1.3,.533,.638,0.8,1.5,.556,0.2,1.2,1.3,0.6,0.3,0.1,0.6,0.8,3.9
573,Brandon Williams\willibr03,PG,22,POR,4,0,13.8,2.0,4.8,.421,0.8,2.0,.375,1.3,2.8,.455,.500,3.3,4.8,.684,0.3,0.8,1.0,2.3,0.0,0.0,1.3,1.0,8.0
574,Grant Williams\willigr01,PF,23,BOS,59,16,23.6,2.6,5.3,.492,1.5,3.4,.438,1.1,1.9,.591,.634,1.0,1.1,.921,0.8,2.5,3.3,1.1,0.5,0.7,0.7,2.3,7.7
575,Kenrich Williams\willike04,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4
576,Lou Williams\willilo02,PG,35,ATL,41,0,14.6,2.4,6.0,.391,0.7,2.0,.357,1.6,4.0,.409,.452,1.2,1.4,.893,0.3,1.3,1.6,2.0,0.5,0.1,0.8,0.9,6.7
577,Patrick Williams\willipa01,PF,20,CHI,5,5,25.0,2.6,4.6,.565,0.6,1.2,.500,2.0,3.4,.588,.630,0.8,0.8,1.000,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
578,Robert Williams\williro04,C,24,BOS,51,51,29.9,4.4,6.1,.723,0.0,0.0,.000,4.4,6.1,.726,.723,1.2,1.6,.720,4.0,5.8,9.8,2.0,0.9,2.2,1.1,2.2,10.0
579,Ziaire Williams\willizi02,SF,20,MEM,43,22,21.9,2.9,6.6,.447,1.1,3.7,.289,1.9,2.9,.650,.528,0.5,0.7,.793,0.3,1.6,1.9,0.9,0.6,0.2,0.6,2.0,7.5
580,D.J. Wilson\wilsodj01,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5
